Karlsruhe/Baden-Baden,Aqtöbe,98.42172727272727,0.05,6:0,1,B737-400,9
Karlsruhe/Baden-Baden,Kos,57.43539393939394,0.05,6:10,1,B737-400,9
Karlsruhe/Baden-Baden,Moskau-Scheremetjewo,59.84368181818182,0.05,6:20,1,B737-400,9
Karlsruhe/Baden-Baden,Gran Canaria,86.60748484848484,0.05,6:30,1,B737-400,9
Karlsruhe/Baden-Baden,Iraklio,57.753469696969695,0.05,6:40,1,B737-400,9
Karlsruhe/Baden-Baden,Marrakesch,66.06887878787879,0.05,6:50,1,B737-400,9
Karlsruhe/Baden-Baden,Hurghada,92.15109090909091,0.05,7:0,1,B737-400,9
Karlsruhe/Baden-Baden,Ufa,92.969,0.05,7:10,1,B737-400,9
Karlsruhe/Baden-Baden,Faro,51.93722727272727,0.05,7:20,1,B737-400,9
Karlsruhe/Baden-Baden,Marrakesch,66.06887878787879,0.05,7:30,1,B737-400,9
Karlsruhe/Baden-Baden,Kangerlussuaq,107.82768181818182,0.05,7:40,1,B737-400,9
Karlsruhe/Baden-Baden,Hurghada,92.15109090909091,0.05,7:50,1,B737-400,9
Karlsruhe/Baden-Baden,Tel Aviv,81.88178787878788,0.05,8:0,1,B737-400,9
Karlsruhe/Baden-Baden,Ponta Delgada,83.79024242424242,0.05,8:10,1,B737-400,9
Karlsruhe/Baden-Baden,Funchal,77.47416666666666,0.05,8:20,1,B737-400,9
Karlsruhe/Baden-Baden,Marrakesch,66.06887878787879,0.05,8:30,1,B737-400,9
Karlsruhe/Baden-Baden,Lissabon,49.89245454545455,0.05,8:40,1,B737-400,9
Karlsruhe/Baden-Baden,Athen,49.528939393939396,0.05,8:50,1,B737-400,9
Karlsruhe/Baden-Baden,Lanzarote,81.20019696969698,0.05,9:0,1,B737-400,9
Karlsruhe/Baden-Baden,Kangerlussuaq,107.82768181818182,0.05,9:10,1,B737-400,9
Karlsruhe/Baden-Baden,Moskau-Scheremetjewo,59.84368181818182,0.05,9:20,1,B737-400,9
Karlsruhe/Baden-Baden,Scharm asch-Schaich,91.10598484848485,0.05,9:30,1,B737-400,9
Karlsruhe/Baden-Baden,Marrakesch,66.06887878787879,0.05,9:40,1,B737-400,9
Karlsruhe/Baden-Baden,Moskau-Scheremetjewo,59.84368181818182,0.05,9:50,1,B737-400,9
Karlsruhe/Baden-Baden,Aqtöbe,98.42172727272727,0.05,10:0,1,B737-400,9
Karlsruhe/Baden-Baden,Málaga,47.711363636363636,0.05,10:10,1,B737-400,9
Karlsruhe/Baden-Baden,Faro,51.93722727272727,0.05,10:20,1,B737-400,9
